old_genotype,genotype,population,ancestry,plant_number,rep_number,planting_date,DAP,leaf_number,plant_width,longest_leaf_length,bolting_date,days_to_bolting,round,location,plants_remove,rel_DAP
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,32,12,14.7,7.8,1/22/25,39,4,NY,39,0.42105263157894735
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,34,14,15.3,7.8,1/22/25,39,4,NY,39,0.4473684210526316
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,39,17,15.3,8,1/22/25,39,4,NY,39,0.5131578947368421
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,41,0,0,0,1/22/25,39,4,NY,39,0.5394736842105263
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,44,0,0,0,1/22/25,39,4,NY,39,0.5789473684210527
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,46,0,0,0,1/22/25,39,4,NY,39,0.6052631578947368
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,29,0,0,0,1/22/25,39,4,NY,39,0.3815789473684211
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,51,0,0,0,1/22/25,39,4,NY,39,0.6710526315789473
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,53,0,0,0,1/22/25,39,4,NY,39,0.6973684210526315
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,55,0,0,0,1/22/25,39,4,NY,39,0.7236842105263158
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,58,0,0,0,1/22/25,39,4,NY,39,0.7631578947368421
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,65,0,0,0,1/22/25,39,4,NY,39,0.8552631578947368
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,67,0,0,0,1/22/25,39,4,NY,39,0.881578947
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,69,0,0,0,1/22/25,39,4,NY,39,0.9078947368421053
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,72,0,0,0,1/22/25,39,4,NY,39,0.9473684210526315
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,74,0,0,0,1/22/25,39,4,NY,39,0.9736842105263158
20.292,NY_94,20,northern_eurasian,1,1,12/14/24,76,0,0,0,1/22/25,39,4,NY,39,1
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,30,9,6,3.2,1/29/25,46,4,NY,46,0.39473684210526316
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,32,10,7.8,3.8,1/29/25,46,4,NY,46,0.42105263157894735
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,34,11,9.3,5,1/29/25,46,4,NY,46,0.4473684210526316
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,39,13,12.6,7.1,1/29/25,46,4,NY,46,0.5131578947368421
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,41,14,16.4,8.5,1/29/25,46,4,NY,46,0.5394736842105263
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,44,17,18.2,9,1/29/25,46,4,NY,46,0.5789473684210527
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,46,17,18.2,9,1/29/25,46,4,NY,46,0.6052631578947368
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,29,0,0,0,1/29/25,46,4,NY,46,0.3815789473684211
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,51,0,0,0,1/29/25,46,4,NY,46,0.6710526315789473
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,53,0,0,0,1/29/25,46,4,NY,46,0.6973684210526315
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,55,0,0,0,1/29/25,46,4,NY,46,0.7236842105263158
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,58,0,0,0,1/29/25,46,4,NY,46,0.7631578947368421
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,65,0,0,0,1/29/25,46,4,NY,46,0.8552631578947368
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,67,0,0,0,1/29/25,46,4,NY,46,0.881578947
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,69,0,0,0,1/29/25,46,4,NY,46,0.9078947368421053
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,72,0,0,0,1/29/25,46,4,NY,46,0.9473684210526315
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,74,0,0,0,1/29/25,46,4,NY,46,0.9736842105263158
20.292,NY_94,20,northern_eurasian,1,2,12/14/24,76,0,0,0,1/29/25,46,4,NY,46,1
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,30,12,13.9,7.5,1/17/25,34,4,NY,34,0.39473684210526316
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,32,13,15.5,7.9,1/17/25,34,4,NY,34,0.42105263157894735
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,34,0,16.4,8.2,1/17/25,34,4,NY,34,0.4473684210526316
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,39,0,0,0,1/17/25,34,4,NY,34,0.5131578947368421
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,41,0,0,0,1/17/25,34,4,NY,34,0.5394736842105263
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,44,0,0,0,1/17/25,34,4,NY,34,0.5789473684210527
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,46,0,0,0,1/17/25,34,4,NY,34,0.6052631578947368
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,29,0,0,0,1/17/25,34,4,NY,34,0.3815789473684211
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,51,0,0,0,1/17/25,34,4,NY,34,0.6710526315789473
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,53,0,0,0,1/17/25,34,4,NY,34,0.6973684210526315
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,55,0,0,0,1/17/25,34,4,NY,34,0.7236842105263158
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,58,0,0,0,1/17/25,34,4,NY,34,0.7631578947368421
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,65,0,0,0,1/17/25,34,4,NY,34,0.8552631578947368
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,67,0,0,0,1/17/25,34,4,NY,34,0.881578947
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,69,0,0,0,1/17/25,34,4,NY,34,0.9078947368421053
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,72,0,0,0,1/17/25,34,4,NY,34,0.9473684210526315
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,74,0,0,0,1/17/25,34,4,NY,34,0.9736842105263158
20.292,NY_94,20,northern_eurasian,1,3,12/14/24,76,0,0,0,1/17/25,34,4,NY,34,1
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,30,12,11.4,5.6,1/22/25,39,4,NY,39,0.39473684210526316
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,32,12,12.3,6,1/22/25,39,4,NY,39,0.42105263157894735
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,34,14,13.7,6.9,1/22/25,39,4,NY,39,0.4473684210526316
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,39,14,13.7,6.9,1/22/25,39,4,NY,39,0.5131578947368421
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,41,0,0,0,1/22/25,39,4,NY,39,0.5394736842105263
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,44,0,0,0,1/22/25,39,4,NY,39,0.5789473684210527
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,46,0,0,0,1/22/25,39,4,NY,39,0.6052631578947368
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,29,0,0,0,1/22/25,39,4,NY,39,0.3815789473684211
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,51,0,0,0,1/22/25,39,4,NY,39,0.6710526315789473
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,53,0,0,0,1/22/25,39,4,NY,39,0.6973684210526315
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,55,0,0,0,1/22/25,39,4,NY,39,0.7236842105263158
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,58,0,0,0,1/22/25,39,4,NY,39,0.7631578947368421
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,65,0,0,0,1/22/25,39,4,NY,39,0.8552631578947368
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,67,0,0,0,1/22/25,39,4,NY,39,0.881578947
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,69,0,0,0,1/22/25,39,4,NY,39,0.9078947368421053
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,72,0,0,0,1/22/25,39,4,NY,39,0.9473684210526315
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,74,0,0,0,1/22/25,39,4,NY,39,0.9736842105263158
20.292,NY_94,20,northern_eurasian,1,4,12/14/24,76,0,0,0,1/22/25,39,4,NY,39,1
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,30,8,11,5.9,1/17/25,34,4,NY,34,0.39473684210526316
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,32,8,11.4,6.7,1/17/25,34,4,NY,34,0.42105263157894735
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,34,8,12.3,6.7,1/17/25,34,4,NY,34,0.4473684210526316
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,39,0,0,0,1/17/25,34,4,NY,34,0.5131578947368421
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,41,0,0,0,1/17/25,34,4,NY,34,0.5394736842105263
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,44,0,0,0,1/17/25,34,4,NY,34,0.5789473684210527
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,46,0,0,0,1/17/25,34,4,NY,34,0.6052631578947368
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,29,0,0,0,1/17/25,34,4,NY,34,0.3815789473684211
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,51,0,0,0,1/17/25,34,4,NY,34,0.6710526315789473
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,53,0,0,0,1/17/25,34,4,NY,34,0.6973684210526315
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,55,0,0,0,1/17/25,34,4,NY,34,0.7236842105263158
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,58,0,0,0,1/17/25,34,4,NY,34,0.7631578947368421
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,65,0,0,0,1/17/25,34,4,NY,34,0.8552631578947368
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,67,0,0,0,1/17/25,34,4,NY,34,0.881578947
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,69,0,0,0,1/17/25,34,4,NY,34,0.9078947368421053
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,72,0,0,0,1/17/25,34,4,NY,34,0.9473684210526315
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,74,0,0,0,1/17/25,34,4,NY,34,0.9736842105263158
20.293,NY_106,20,northern_eurasian,1,3,12/14/24,76,0,0,0,1/17/25,34,4,NY,34,1
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,30,7,10.1,5.1,1/17/25,34,4,NY,34,0.39473684210526316
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,32,7,10.8,5.4,1/17/25,34,4,NY,34,0.42105263157894735
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,34,7,11.7,6.3,1/17/25,34,4,NY,34,0.4473684210526316
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,39,0,0,0,1/17/25,34,4,NY,34,0.5131578947368421
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,41,0,0,0,1/17/25,34,4,NY,34,0.5394736842105263
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,44,0,0,0,1/17/25,34,4,NY,34,0.5789473684210527
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,46,0,0,0,1/17/25,34,4,NY,34,0.6052631578947368
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,29,0,0,0,1/17/25,34,4,NY,34,0.3815789473684211
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,51,0,0,0,1/17/25,34,4,NY,34,0.6710526315789473
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,53,0,0,0,1/17/25,34,4,NY,34,0.6973684210526315
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,55,0,0,0,1/17/25,34,4,NY,34,0.7236842105263158
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,58,0,0,0,1/17/25,34,4,NY,34,0.7631578947368421
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,65,0,0,0,1/17/25,34,4,NY,34,0.8552631578947368
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,67,0,0,0,1/17/25,34,4,NY,34,0.881578947
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,69,0,0,0,1/17/25,34,4,NY,34,0.9078947368421053
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,72,0,0,0,1/17/25,34,4,NY,34,0.9473684210526315
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,74,0,0,0,1/17/25,34,4,NY,34,0.9736842105263158
20.293,NY_106,20,northern_eurasian,1,4,12/14/24,76,0,0,0,1/17/25,34,4,NY,34,1
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,30,7,13.5,7.1,1/13/25,30,4,NY,30,0.39473684210526316
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,32,0,0,0,1/13/25,30,4,NY,30,0.42105263157894735
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,34,0,0,0,1/13/25,30,4,NY,30,0.4473684210526316
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,39,0,0,0,1/13/25,30,4,NY,30,0.5131578947368421
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,41,0,0,0,1/13/25,30,4,NY,30,0.5394736842105263
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,44,0,0,0,1/13/25,30,4,NY,30,0.5789473684210527
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,46,0,0,0,1/13/25,30,4,NY,30,0.6052631578947368
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,29,0,0,0,1/13/25,30,4,NY,30,0.3815789473684211
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,51,0,0,0,1/13/25,30,4,NY,30,0.6710526315789473
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,53,0,0,0,1/13/25,30,4,NY,30,0.6973684210526315
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,55,0,0,0,1/13/25,30,4,NY,30,0.7236842105263158
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,58,0,0,0,1/13/25,30,4,NY,30,0.7631578947368421
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,65,0,0,0,1/13/25,30,4,NY,30,0.8552631578947368
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,67,0,0,0,1/13/25,30,4,NY,30,0.881578947
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,69,0,0,0,1/13/25,30,4,NY,30,0.9078947368421053
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,72,0,0,0,1/13/25,30,4,NY,30,0.9473684210526315
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,74,0,0,0,1/13/25,30,4,NY,30,0.9736842105263158
20.293,NY_106,20,northern_eurasian,1,5,12/14/24,76,0,0,0,1/13/25,30,4,NY,30,1
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,30,11,14.6,7.4,1/13/25,30,4,NY,30,0.39473684210526316
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,32,0,0,0,1/13/25,30,4,NY,30,0.42105263157894735
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,34,0,0,0,1/13/25,30,4,NY,30,0.4473684210526316
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,39,0,0,0,1/13/25,30,4,NY,30,0.5131578947368421
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,41,0,0,0,1/13/25,30,4,NY,30,0.5394736842105263
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,44,0,0,0,1/13/25,30,4,NY,30,0.5789473684210527
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,46,0,0,0,1/13/25,30,4,NY,30,0.6052631578947368
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,29,0,0,0,1/13/25,30,4,NY,30,0.3815789473684211
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,51,0,0,0,1/13/25,30,4,NY,30,0.6710526315789473
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,53,0,0,0,1/13/25,30,4,NY,30,0.6973684210526315
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,55,0,0,0,1/13/25,30,4,NY,30,0.7236842105263158
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,58,0,0,0,1/13/25,30,4,NY,30,0.7631578947368421
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,65,0,0,0,1/13/25,30,4,NY,30,0.8552631578947368
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,67,0,0,0,1/13/25,30,4,NY,30,0.881578947
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,69,0,0,0,1/13/25,30,4,NY,30,0.9078947368421053
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,72,0,0,0,1/13/25,30,4,NY,30,0.9473684210526315
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,74,0,0,0,1/13/25,30,4,NY,30,0.9736842105263158
21.305,NY_99,21,northern_eurasian,1,1,12/14/24,76,0,0,0,1/13/25,30,4,NY,30,1
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,30,14,18.6,9.4,1/27/25,44,4,MI,44,0.3191489361702128
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,32,20,18.6,9.6,1/27/25,44,4,MI,44,0.3404255319148936
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,34,20,18.6,9.6,1/27/25,44,4,MI,44,0.3617021276595745
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,39,21,18.6,9.6,1/27/25,44,4,MI,44,0.4148936170212766
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,41,23,18.6,9.6,1/27/25,44,4,MI,44,0.43617021276595747
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,44,23,18.6,9.6,1/27/25,44,4,MI,44,0.46808510638297873
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,46,0,0,0,1/27/25,44,4,MI,44,0.48936170212765956
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,29,0,0,0,1/27/25,44,4,MI,44,0.30851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,51,0,0,0,1/27/25,44,4,MI,44,0.5425531914893617
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,53,0,0,0,1/27/25,44,4,MI,44,0.5638297872340425
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,55,0,0,0,1/27/25,44,4,MI,44,0.5851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,58,0,0,0,1/27/25,44,4,MI,44,0.6170212765957447
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,65,0,0,0,1/27/25,44,4,MI,44,0.6914893617021277
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,67,0,0,0,1/27/25,44,4,MI,44,0.7127659574468085
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,69,0,0,0,1/27/25,44,4,MI,44,0.7340425531914894
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,72,0,0,0,1/27/25,44,4,MI,44,0.7659574468085106
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,74,0,0,0,1/27/25,44,4,MI,44,0.7872340425531915
LCHS16,MI_25,LCHS,northern_eurasian,1,1,12/14/24,76,0,0,0,1/27/25,44,4,MI,44,0.8085106382978723
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,30,16,16.9,8.5,1/22/25,39,4,MI,39,0.3191489361702128
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,32,17,16.9,8.5,1/22/25,39,4,MI,39,0.3404255319148936
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,34,18,16.9,8.5,1/22/25,39,4,MI,39,0.3617021276595745
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,39,18,16.9,8.5,1/22/25,39,4,MI,39,0.4148936170212766
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,41,0,0,0,1/22/25,39,4,MI,39,0.43617021276595747
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,44,0,0,0,1/22/25,39,4,MI,39,0.46808510638297873
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,46,0,0,0,1/22/25,39,4,MI,39,0.48936170212765956
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,29,0,0,0,1/22/25,39,4,MI,39,0.30851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,51,0,0,0,1/22/25,39,4,MI,39,0.5425531914893617
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,53,0,0,0,1/22/25,39,4,MI,39,0.5638297872340425
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,55,0,0,0,1/22/25,39,4,MI,39,0.5851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,58,0,0,0,1/22/25,39,4,MI,39,0.6170212765957447
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,65,0,0,0,1/22/25,39,4,MI,39,0.6914893617021277
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,67,0,0,0,1/22/25,39,4,MI,39,0.7127659574468085
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,69,0,0,0,1/22/25,39,4,MI,39,0.7340425531914894
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,72,0,0,0,1/22/25,39,4,MI,39,0.7659574468085106
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,74,0,0,0,1/22/25,39,4,MI,39,0.7872340425531915
LCHS16,MI_25,LCHS,northern_eurasian,1,2,12/14/24,76,0,0,0,1/22/25,39,4,MI,39,0.8085106382978723
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,30,18,17.7,8.8,1/22/25,39,4,MI,39,0.3191489361702128
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,32,19,18,8.8,1/22/25,39,4,MI,39,0.3404255319148936
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,34,19,18,8.8,1/22/25,39,4,MI,39,0.3617021276595745
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,39,23,18,8.8,1/22/25,39,4,MI,39,0.4148936170212766
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,41,0,0,0,1/22/25,39,4,MI,39,0.43617021276595747
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,44,0,0,0,1/22/25,39,4,MI,39,0.46808510638297873
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,46,0,0,0,1/22/25,39,4,MI,39,0.48936170212765956
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,29,0,0,0,1/22/25,39,4,MI,39,0.30851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,51,0,0,0,1/22/25,39,4,MI,39,0.5425531914893617
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,53,0,0,0,1/22/25,39,4,MI,39,0.5638297872340425
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,55,0,0,0,1/22/25,39,4,MI,39,0.5851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,58,0,0,0,1/22/25,39,4,MI,39,0.6170212765957447
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,65,0,0,0,1/22/25,39,4,MI,39,0.6914893617021277
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,67,0,0,0,1/22/25,39,4,MI,39,0.7127659574468085
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,69,0,0,0,1/22/25,39,4,MI,39,0.7340425531914894
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,72,0,0,0,1/22/25,39,4,MI,39,0.7659574468085106
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,74,0,0,0,1/22/25,39,4,MI,39,0.7872340425531915
LCHS16,MI_25,LCHS,northern_eurasian,1,3,12/14/24,76,0,0,0,1/22/25,39,4,MI,39,0.8085106382978723
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,30,18,17.2,8.6,1/27/25,44,4,MI,44,0.3191489361702128
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,32,19,17.3,9.4,1/27/25,44,4,MI,44,0.3404255319148936
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,34,19,18.2,9.4,1/27/25,44,4,MI,44,0.3617021276595745
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,39,22,18.2,9.4,1/27/25,44,4,MI,44,0.4148936170212766
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,41,24,18.2,9.4,1/27/25,44,4,MI,44,0.43617021276595747
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,44,24,18.2,9.4,1/27/25,44,4,MI,44,0.46808510638297873
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,46,0,0,0,1/27/25,44,4,MI,44,0.48936170212765956
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,29,0,0,0,1/27/25,44,4,MI,44,0.30851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,51,0,0,0,1/27/25,44,4,MI,44,0.5425531914893617
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,53,0,0,0,1/27/25,44,4,MI,44,0.5638297872340425
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,55,0,0,0,1/27/25,44,4,MI,44,0.5851063829787234
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,58,0,0,0,1/27/25,44,4,MI,44,0.6170212765957447
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,65,0,0,0,1/27/25,44,4,MI,44,0.6914893617021277
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,67,0,0,0,1/27/25,44,4,MI,44,0.7127659574468085
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,69,0,0,0,1/27/25,44,4,MI,44,0.7340425531914894
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,72,0,0,0,1/27/25,44,4,MI,44,0.7659574468085106
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,74,0,0,0,1/27/25,44,4,MI,44,0.7872340425531915
LCHS16,MI_25,LCHS,northern_eurasian,1,4,12/14/24,76,0,0,0,1/27/25,44,4,MI,44,0.8085106382978723
LCHS16,MI_25,LCHS,northern_eurasian,1,5,12/14/24,30,17,19.5,10.3,1/12/25,29,4,MI,29,0.3191489361702128
LCHS16,MI_25,LCHS,northern_eurasian,1,5,12/14/24,32,17,19.7,10.3,1/12/25,29,4,MI,29,0.3404255319148936
LCHS16,MI_25,LCHS,northern_eurasian,1,5,12/14/24,34,18,19.8,10.4,1/12/25,29,4,MI,29,0.3617021276595745
LCHS16,MI_25,LCHS,northern_eurasian,1,5,12/14/24,39,20,19.8,10.4,1/12/25,29,4,MI,29,0.4148936170212766
LCHS16,MI_25,LCHS,northern_eurasian,1,5,12/14/24,41,21,19.8,10.4,1/12/25,29,4,MI,29,0.43617021276595747
