old_genotype,genotype,population,ancestry,plant_number,rep_number,planting_date,DAP,leaf_number,plant_width,longest_leaf_length,bolting_date,days_to_bolting,round,location,plants_remove,rel_DAP
1.13,NY_26,1,northern_eurasian,1,1,6/22/23,19,11,11.5,6.1,7/19/23,27,2,NY,1,0.3064516129032258
1.13,NY_26,1,northern_eurasian,1,1,6/22/23,20,14,13.5,9.3,7/19/23,27,2,NY,1,0.3225806451612903
1.13,NY_26,1,northern_eurasian,1,1,6/22/23,22,14,14.6,9.7,7/19/23,27,2,NY,1,0.3548387096774194
1.13,NY_26,1,northern_eurasian,1,1,6/22/23,25,18,20.8,11.3,7/19/23,27,2,NY,1,0.4032258064516129
1.13,NY_26,1,northern_eurasian,1,1,6/22/23,27,19,21.2,11.4,7/19/23,27,2,NY,1,0.43548387096774194
1.13,NY_26,1,northern_eurasian,2,1,6/22/23,41,3,0,0,8/23/23,62,2,NY,2,0.6612903225806451
1.13,NY_26,1,northern_eurasian,2,1,6/22/23,46,3,0,0,8/23/23,62,2,NY,2,0.7419354838709677
1.13,NY_26,1,northern_eurasian,2,1,6/22/23,48,4,0,0,8/23/23,62,2,NY,2,0.7741935483870968
1.13,NY_26,1,northern_eurasian,2,1,6/22/23,50,5,1.3,0.6,8/23/23,62,2,NY,2,0.8064516129032258
1.13,NY_26,1,northern_eurasian,2,1,6/22/23,62,5,1.8,1,8/23/23,62,2,NY,2,1
1.13,NY_26,1,northern_eurasian,1,2,6/22/23,19,16,13.8,8.3,7/19/23,27,2,NY,3,0.3064516129032258
1.13,NY_26,1,northern_eurasian,1,2,6/22/23,20,23,15.6,9.3,7/19/23,27,2,NY,3,0.3225806451612903
1.13,NY_26,1,northern_eurasian,1,2,6/22/23,22,23,16.3,9.6,7/19/23,27,2,NY,3,0.3548387096774194
1.13,NY_26,1,northern_eurasian,1,2,6/22/23,25,28,21,11.4,7/19/23,27,2,NY,3,0.4032258064516129
1.13,NY_26,1,northern_eurasian,1,2,6/22/23,27,34,21.7,11.4,7/19/23,27,2,NY,3,0.43548387096774194
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,19,4,1.3,0.8,8/9/23,48,2,NY,4,0.3064516129032258
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,20,6,13,0.8,8/9/23,48,2,NY,4,0.3225806451612903
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,22,6,1.4,0.8,8/9/23,48,2,NY,4,0.3548387096774194
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,25,7,2.1,1.1,8/9/23,48,2,NY,4,0.4032258064516129
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,27,7,2.5,1.7,8/9/23,48,2,NY,4,0.43548387096774194
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,29,9,3.6,2.4,8/9/23,48,2,NY,4,0.46774193548387094
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,32,9,5.7,3.5,8/9/23,48,2,NY,4,0.5161290322580645
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,34,10,7.8,5.3,8/9/23,48,2,NY,4,0.5483870967741935
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,36,11,9.9,6.7,8/9/23,48,2,NY,4,0.5806451612903226
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,39,11,13.4,7.1,8/9/23,48,2,NY,4,0.6290322580645161
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,41,15,14.1,8.5,8/9/23,48,2,NY,4,0.6612903225806451
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,46,15,14.1,8.5,8/9/23,48,2,NY,4,0.7419354838709677
2.27,NY_41,2,northern_eurasian,1,1,6/22/23,48,5,0,0,8/9/23,48,2,NY,4,0.7741935483870968
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,19,0,0,0,8/9/23,48,2,NY,5,0.3064516129032258
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,20,5,1.5,0.7,8/9/23,48,2,NY,5,0.3225806451612903
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,22,5,1.5,0.7,8/9/23,48,2,NY,5,0.3548387096774194
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,25,10,4,2.4,8/9/23,48,2,NY,5,0.4032258064516129
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,27,10,5.3,3.4,8/9/23,48,2,NY,5,0.43548387096774194
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,29,11,7.5,4.2,8/9/23,48,2,NY,5,0.46774193548387094
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,32,11,11.7,6.1,8/9/23,48,2,NY,5,0.5161290322580645
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,34,13,12,7.1,8/9/23,48,2,NY,5,0.5483870967741935
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,36,14,12.8,7.1,8/9/23,48,2,NY,5,0.5806451612903226
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,39,14,12.8,7.1,8/9/23,48,2,NY,5,0.6290322580645161
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,41,16,13.1,7.1,8/9/23,48,2,NY,5,0.6612903225806451
2.27,NY_41,2,northern_eurasian,1,2,6/22/23,46,16,13.1,7.1,8/9/23,48,2,NY,5,0.7419354838709677
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,19,7,4.3,2.5,7/28/23,36,2,NY,5.2,0.5588235294117647
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,20,9,4.5,3,7/28/23,36,2,NY,5.2,0.5882352941176471
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,22,9,4.5,4.5,7/28/23,36,2,NY,5.2,0.6470588235294118
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,25,11,11.1,6.7,7/28/23,36,2,NY,5.2,0.7352941176470589
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,27,12,14.7,8,7/28/23,36,2,NY,5.2,0.7941176470588235
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,29,13,17.5,9.5,7/28/23,36,2,NY,5.2,0.8529411764705882
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,32,14,18.1,9.5,7/28/23,36,2,NY,5.2,0.9411764705882353
2.3,NY_42,2,northern_eurasian,1,2.2,6/22/23,34,17,18.3,10.2,7/28/23,36,2,NY,5.2,1
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,19,9,2.4,1.8,7/31/23,39,2,NY,6,0.5277777777777778
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,20,10,3,2.2,7/31/23,39,2,NY,6,0.5555555555555556
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,22,12,3.1,3.4,7/31/23,39,2,NY,6,0.6111111111111112
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,25,15,8.1,4.8,7/31/23,39,2,NY,6,0.6944444444444444
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,27,22,13.6,7.3,7/31/23,39,2,NY,6,0.75
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,29,22,14.4,8.1,7/31/23,39,2,NY,6,0.8055555555555556
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,32,22,17.9,9.6,7/31/23,39,2,NY,6,0.8888888888888888
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,34,22,18.1,10.2,7/31/23,39,2,NY,6,0.9444444444444444
5.61,NY_48,5,northern_eurasian,1,1,6/22/23,36,23,18.1,10.6,7/31/23,39,2,NY,6,1
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,19,10,2.7,1.4,7/31/23,39,2,NY,7,0.5277777777777778
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,20,12,4.2,2.8,7/31/23,39,2,NY,7,0.5555555555555556
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,22,12,4.2,2.8,7/31/23,39,2,NY,7,0.6111111111111112
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,25,16,11.5,6.7,7/31/23,39,2,NY,7,0.6944444444444444
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,27,23,17.2,9.5,7/31/23,39,2,NY,7,0.75
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,29,23,18.5,10,7/31/23,39,2,NY,7,0.8055555555555556
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,32,23,18.5,10,7/31/23,39,2,NY,7,0.8888888888888888
5.61,NY_48,5,northern_eurasian,1,2,6/22/23,34,25,20.8,11.1,7/31/23,39,2,NY,7,0.9444444444444444
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,19,0,0,0,8/9/23,48,2,NY,8,0.41304347826086957
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,20,5,0,0,8/9/23,48,2,NY,8,0.43478260869565216
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,22,6,0,0,8/9/23,48,2,NY,8,0.4782608695652174
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,25,7,2.2,1.6,8/9/23,48,2,NY,8,0.5434782608695652
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,27,8,2.5,1.6,8/9/23,48,2,NY,8,0.5869565217391305
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,29,8,3.7,2.2,8/9/23,48,2,NY,8,0.6304347826086957
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,32,8,4.5,3.6,8/9/23,48,2,NY,8,0.6956521739130435
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,34,10,8,5,8/9/23,48,2,NY,8,0.7391304347826086
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,36,10,10,5.9,8/9/23,48,2,NY,8,0.782608696
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,39,10,10.8,6.1,8/9/23,48,2,NY,8,0.8478260869565217
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,41,14,11.7,6.5,8/9/23,48,2,NY,8,0.8913043478260869
5.65,NY_49,5,northern_eurasian,1,2,6/22/23,46,14,11.7,6.7,8/9/23,48,2,NY,8,1
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,19,11,11,6.2,7/24/23,32,2,NY,9,0.6551724137931034
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,20,13,12,6.8,7/24/23,32,2,NY,9,0.6896551724137931
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,22,14,14,8.2,7/24/23,32,2,NY,9,0.7586206896551724
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,25,18,21.5,10.7,7/24/23,32,2,NY,9,0.8620689655172413
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,27,21,22.5,11.4,7/24/23,32,2,NY,9,0.9310344827586207
6.83,NY_52,6,northern_eurasian,1,1,6/22/23,29,21,23.3,12.6,7/24/23,32,2,NY,9,1
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,19,19,11.7,6.5,7/24/23,32,2,NY,10,0.6551724137931034
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,20,23,13.4,7.2,7/24/23,32,2,NY,10,0.6896551724137931
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,22,24,15.2,10.1,7/24/23,32,2,NY,10,0.7586206896551724
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,25,32,20,10.7,7/24/23,32,2,NY,10,0.8620689655172413
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,27,32,21.5,10.7,7/24/23,32,2,NY,10,0.9310344827586207
6.83,NY_52,6,northern_eurasian,1,2,6/22/23,29,32,21.5,11.4,7/24/23,32,2,NY,10,1
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,19,11,7.7,4.7,7/21/23,29,2,NY,11,0.7037037037037037
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,20,12,9.1,5.5,7/21/23,29,2,NY,11,0.7407407407407407
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,22,12,10.5,7.6,7/21/23,29,2,NY,11,0.8148148148148148
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,25,12,15.1,8.2,7/21/23,29,2,NY,11,0.9259259259259259
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,27,17,16.6,9,7/21/23,29,2,NY,11,1
6.89,NY_53,6,northern_eurasian,1,1,6/22/23,27,28,18.7,10.3,7/21/23,29,2,NY,11,1
6.89,NY_53,6,northern_eurasian,1,2,6/22/23,19,17,11.7,6.5,7/21/23,29,2,NY,12,0.7037037037037037
6.89,NY_53,6,northern_eurasian,1,2,6/22/23,20,19,11.7,6.5,7/21/23,29,2,NY,12,0.7407407407407407
6.89,NY_53,6,northern_eurasian,1,2,6/22/23,22,19,12.9,7.4,7/21/23,29,2,NY,12,0.8148148148148148
6.89,NY_53,6,northern_eurasian,1,2,6/22/23,25,19,17,9,7/21/23,29,2,NY,12,0.9259259259259259
7.1,NY_66,7,northern_eurasian,1,1,6/22/23,19,8,9.9,5.4,7/21/23,29,2,NY,13,0.7037037037037037
7.1,NY_66,7,northern_eurasian,1,1,6/22/23,20,10,11.6,6.2,7/21/23,29,2,NY,13,0.7407407407407407
7.1,NY_66,7,northern_eurasian,1,1,6/22/23,22,11,12.2,8.3,7/21/23,29,2,NY,13,0.8148148148148148
7.1,NY_66,7,northern_eurasian,1,1,6/22/23,25,11,19.4,11.3,7/21/23,29,2,NY,13,0.9259259259259259
7.1,NY_66,7,northern_eurasian,1,1,6/22/23,27,21,22.2,11.5,7/21/23,29,2,NY,13,1
7.1,NY_66,7,northern_eurasian,1,2,6/22/23,19,15,10.4,5.5,7/21/23,29,2,NY,14,0.7037037037037037
7.1,NY_66,7,northern_eurasian,1,2,6/22/23,20,19,12.7,6.7,7/21/23,29,2,NY,14,0.7407407407407407
7.1,NY_66,7,northern_eurasian,1,2,6/22/23,22,19,14.8,8.5,7/21/23,29,2,NY,14,0.8148148148148148
7.1,NY_66,7,northern_eurasian,1,2,6/22/23,25,19,17.1,10.1,7/21/23,29,2,NY,14,0.9259259259259259
7.1,NY_66,7,northern_eurasian,1,2,6/22/23,27,30,18.4,10.1,7/21/23,29,2,NY,14,1
7.103,NY_67,7,northern_eurasian,1,1,6/22/23,19,10,6.9,3.9,7/21/23,29,2,NY,15,0.7037037037037037
7.103,NY_67,7,northern_eurasian,1,1,6/22/23,20,10,9.3,5.7,7/21/23,29,2,NY,15,0.7407407407407407
7.103,NY_67,7,northern_eurasian,1,1,6/22/23,22,11,12.2,7,7/21/23,29,2,NY,15,0.8148148148148148
7.103,NY_67,7,northern_eurasian,1,1,6/22/23,25,11,18.3,10.4,7/21/23,29,2,NY,15,0.9259259259259259
7.103,NY_67,7,northern_eurasian,1,1,6/22/23,27,15,20.3,10.8,7/21/23,29,2,NY,15,1
7.103,NY_67,7,northern_eurasian,1,2,6/22/23,19,9,7.7,4.6,7/21/23,29,2,NY,16,0.7037037037037037
7.103,NY_67,7,northern_eurasian,1,2,6/22/23,20,10,10,5.9,7/21/23,29,2,NY,16,0.7407407407407407
7.103,NY_67,7,northern_eurasian,1,2,6/22/23,22,10,13.3,7.3,7/21/23,29,2,NY,16,0.8148148148148148
7.103,NY_67,7,northern_eurasian,1,2,6/22/23,25,10,18.3,9.6,7/21/23,29,2,NY,16,0.9259259259259259
7.103,NY_67,7,northern_eurasian,1,2,6/22/23,27,15,19.6,10.3,7/21/23,29,2,NY,16,1
7.104,NY_68,7,northern_eurasian,1,2.2,6/22/23,19,14,8.5,5.6,7/21/23,29,2,NY,16.2,0.7037037037037037
7.104,NY_68,7,northern_eurasian,1,2.2,6/22/23,20,16,10.3,5.9,7/21/23,29,2,NY,16.2,0.7407407407407407
7.104,NY_68,7,northern_eurasian,1,2.2,6/22/23,22,16,14.1,5.9,7/21/23,29,2,NY,16.2,0.8148148148148148
7.104,NY_68,7,northern_eurasian,1,2.2,6/22/23,25,17,16.5,9.2,7/21/23,29,2,NY,16.2,0.9259259259259259
7.104,NY_68,7,northern_eurasian,1,2.2,6/22/23,27,20,18.7,9.5,7/21/23,29,2,NY,16.2,1
7.105,NY_54,7,northern_eurasian,1,1,6/22/23,19,11,11.9,6.1,7/21/23,29,2,NY,17,0.7037037037037037
7.105,NY_54,7,northern_eurasian,1,1,6/22/23,20,16,14.3,7.7,7/21/23,29,2,NY,17,0.7407407407407407
7.105,NY_54,7,northern_eurasian,1,1,6/22/23,22,16,16,9.3,7/21/23,29,2,NY,17,0.8148148148148148
7.105,NY_54,7,northern_eurasian,1,1,6/22/23,25,16,22.2,11.3,7/21/23,29,2,NY,17,0.9259259259259259
7.105,NY_54,7,northern_eurasian,1,1,6/22/23,27,21,23.4,12.1,7/21/23,29,2,NY,17,1
7.105,NY_54,7,northern_eurasian,1,2,6/22/23,19,10,5.4,3.6,7/21/23,29,2,NY,18,0.7037037037037037
7.105,NY_54,7,northern_eurasian,1,2,6/22/23,20,13,7.2,4.3,7/21/23,29,2,NY,18,0.7407407407407407
7.105,NY_54,7,northern_eurasian,1,2,6/22/23,22,13,7.2,4.3,7/21/23,29,2,NY,18,0.8148148148148148
7.105,NY_54,7,northern_eurasian,1,2,6/22/23,25,13,16.7,9.6,7/21/23,29,2,NY,18,0.9259259259259259
7.105,NY_54,7,northern_eurasian,1,2,6/22/23,27,16,18.6,9.6,7/21/23,29,2,NY,18,1
7.91,NY_69,7,northern_eurasian,1,2,6/22/23,19,10,10.9,6.5,7/21/23,29,2,NY,19,0.3064516129032258
7.91,NY_69,7,northern_eurasian,1,2,6/22/23,20,11,12.4,7.4,7/21/23,29,2,NY,19,0.3225806451612903
7.91,NY_69,7,northern_eurasian,1,2,6/22/23,22,16,14.1,7.5,7/21/23,29,2,NY,19,0.3548387096774194
7.91,NY_69,7,northern_eurasian,1,2,6/22/23,25,16,19.6,10.5,7/21/23,29,2,NY,19,0.4032258064516129
7.91,NY_69,7,northern_eurasian,1,2,6/22/23,27,24,21.1,11.6,7/21/23,29,2,NY,19,0.43548387096774194
7.91,NY_69,7,northern_eurasian,2,2,6/22/23,48,5,0,0,8/23/23,62,2,NY,20,0.7741935483870968
7.91,NY_69,7,northern_eurasian,2,2,6/22/23,50,6,1.3,0.8,8/23/23,62,2,NY,20,0.8064516129032258
7.91,NY_69,7,northern_eurasian,2,2,6/22/23,62,7,3,1.9,8/23/23,62,2,NY,20,1
7.92,NY_70,7,northern_eurasian,1,1,6/22/23,19,16,13.4,6.3,7/21/23,29,2,NY,21,0.7037037037037037
7.92,NY_70,7,northern_eurasian,1,1,6/22/23,20,16,15.3,8.3,7/21/23,29,2,NY,21,0.7407407407407407
7.92,NY_70,7,northern_eurasian,1,1,6/22/23,22,18,15.3,9.6,7/21/23,29,2,NY,21,0.8148148148148148
7.92,NY_70,7,northern_eurasian,1,1,6/22/23,25,18,22.5,11.7,7/21/23,29,2,NY,21,0.9259259259259259
7.92,NY_70,7,northern_eurasian,1,1,6/22/23,27,28,23.6,11.7,7/21/23,29,2,NY,21,1
7.92,NY_70,7,northern_eurasian,1,2,6/22/23,19,10,13,7.1,7/21/23,29,2,NY,22,0.7037037037037037
7.92,NY_70,7,northern_eurasian,1,2,6/22/23,20,13,15.3,8.3,7/21/23,29,2,NY,22,0.7407407407407407
7.92,NY_70,7,northern_eurasian,1,2,6/22/23,22,13,18.6,11.6,7/21/23,29,2,NY,22,0.8148148148148148
7.92,NY_70,7,northern_eurasian,1,2,6/22/23,25,19,22.5,11.7,7/21/23,29,2,NY,22,0.9259259259259259
7.92,NY_70,7,northern_eurasian,1,2,6/22/23,27,24,23.1,12.5,7/21/23,29,2,NY,22,1
7.94,NY_55,7,northern_eurasian,1,1,6/22/23,19,10,9.7,5.5,7/21/23,29,2,NY,23,0.7037037037037037
7.94,NY_55,7,northern_eurasian,1,1,6/22/23,20,14,11.3,6.2,7/21/23,29,2,NY,23,0.7407407407407407
7.94,NY_55,7,northern_eurasian,1,1,6/22/23,22,14,14.2,9.2,7/21/23,29,2,NY,23,0.8148148148148148
7.94,NY_55,7,northern_eurasian,1,1,6/22/23,25,14,18.9,9.7,7/21/23,29,2,NY,23,0.9259259259259259
7.94,NY_55,7,northern_eurasian,1,1,6/22/23,27,22,19.5,10.2,7/21/23,29,2,NY,23,1
7.94,NY_55,7,northern_eurasian,1,2,6/22/23,19,10,9.8,5.6,7/21/23,29,2,NY,24,0.7037037037037037
7.94,NY_55,7,northern_eurasian,1,2,6/22/23,20,12,11.7,6.6,7/21/23,29,2,NY,24,0.7407407407407407
7.94,NY_55,7,northern_eurasian,1,2,6/22/23,22,12,12.3,7.5,7/21/23,29,2,NY,24,0.8148148148148148
7.94,NY_55,7,northern_eurasian,1,2,6/22/23,25,12,17.3,8.5,7/21/23,29,2,NY,24,0.9259259259259259
7.94,NY_55,7,northern_eurasian,1,2,6/22/23,27,23,20,10.4,7/21/23,29,2,NY,24,1
7.96,NY_71,7,northern_eurasian,1,2.2,6/22/23,19,18,10,6.1,7/21/23,29,2,NY,24.2,0.7037037037037037
7.96,NY_71,7,northern_eurasian,1,2.2,6/22/23,20,20,12.1,7,7/21/23,29,2,NY,24.2,0.7407407407407407
7.96,NY_71,7,northern_eurasian,1,2.2,6/22/23,22,20,13.6,8,7/21/23,29,2,NY,24.2,0.8148148148148148
7.96,NY_71,7,northern_eurasian,1,2.2,6/22/23,25,20,18,9.9,7/21/23,29,2,NY,24.2,0.9259259259259259
7.96,NY_71,7,northern_eurasian,1,2.2,6/22/23,27,23,19.5,10.6,7/21/23,29,2,NY,24.2,1
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,19,8,4.5,3.1,7/24/23,32,2,NY,24.2,0.6551724137931034
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,20,9,6.1,3.7,7/24/23,32,2,NY,24.2,0.6896551724137931
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,22,10,6.1,4.3,7/24/23,32,2,NY,24.2,0.7586206896551724
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,25,10,11.6,6.6,7/24/23,32,2,NY,24.2,0.8620689655172413
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,27,12,15.8,8.4,7/24/23,32,2,NY,24.2,0.9310344827586207
7.97,NY_72,7,northern_eurasian,1,2.2,6/22/23,29,12,16.5,9.3,7/24/23,32,2,NY,24.2,1
7.98,NY_73,7,northern_eurasian,1,1,6/22/23,19,10,13,6.9,7/21/23,29,2,NY,25,0.7037037037037037
7.98,NY_73,7,northern_eurasian,1,1,6/22/23,20,14,14.1,8.2,7/21/23,29,2,NY,25,0.7407407407407407
7.98,NY_73,7,northern_eurasian,1,1,6/22/23,22,14,14.7,10,7/21/23,29,2,NY,25,0.8148148148148148
7.98,NY_73,7,northern_eurasian,1,1,6/22/23,25,14,18,10,7/21/23,29,2,NY,25,0.9259259259259259
7.98,NY_73,7,northern_eurasian,1,1,6/22/23,27,21,19.6,11,7/21/23,29,2,NY,25,1
7.98,NY_73,7,northern_eurasian,1,2.2,6/22/23,19,17,10.7,5.8,7/21/23,29,2,NY,25.2,0.7037037037037037
7.98,NY_73,7,northern_eurasian,1,2.2,6/22/23,20,23,11.4,6.9,7/21/23,29,2,NY,25.2,0.7407407407407407
7.98,NY_73,7,northern_eurasian,1,2.2,6/22/23,22,23,17.2,10.3,7/21/23,29,2,NY,25.2,0.8148148148148148
7.98,NY_73,7,northern_eurasian,1,2.2,6/22/23,25,23,20,10.3,7/21/23,29,2,NY,25.2,0.9259259259259259
7.98,NY_73,7,northern_eurasian,1,2.2,6/22/23,27,31,21.1,11,7/21/23,29,2,NY,25.2,1
8.111,NY_74,8,northern_eurasian,1,1,6/22/23,19,17,8.5,5.2,7/21/23,29,2,NY,26,0.6551724137931034
8.111,NY_74,8,northern_eurasian,1,1,6/22/23,20,21,11,5.9,7/21/23,29,2,NY,26,0.6896551724137931
8.111,NY_74,8,northern_eurasian,1,1,6/22/23,22,21,12.5,7,7/21/23,29,2,NY,26,0.7586206896551724
8.111,NY_74,8,northern_eurasian,1,1,6/22/23,25,21,16.4,8.5,7/21/23,29,2,NY,26,0.8620689655172413
8.111,NY_74,8,northern_eurasian,1,1,6/22/23,27,28,18.6,9.1,7/21/23,29,2,NY,26,0.9310344827586207
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,19,10,8.8,5.6,7/24/23,32,2,NY,27,0.6551724137931034
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,20,11,10,5.6,7/24/23,32,2,NY,27,0.6896551724137931
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,22,11,11,8.2,7/24/23,32,2,NY,27,0.7586206896551724
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,25,11,16.8,9.3,7/24/23,32,2,NY,27,0.8620689655172413
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,27,15,19.7,10.3,7/24/23,32,2,NY,27,0.9310344827586207
8.111,NY_74,8,northern_eurasian,1,2,6/22/23,29,15,20.6,11.5,7/24/23,32,2,NY,27,1
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,19,8,3,1.5,7/31/23,39,2,NY,28,0.5277777777777778
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,20,9,3.6,2,7/31/23,39,2,NY,28,0.5555555555555556
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,22,10,3.6,3.2,7/31/23,39,2,NY,28,0.6111111111111112
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,25,10,7.5,4.2,7/31/23,39,2,NY,28,0.6944444444444444
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,27,13,10.6,5.5,7/31/23,39,2,NY,28,0.75
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,29,15,13.7,7.5,7/31/23,39,2,NY,28,0.8055555555555556
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,32,15,16.5,8.3,7/31/23,39,2,NY,28,0.8888888888888888
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,34,15,16.5,8.3,7/31/23,39,2,NY,28,0.9444444444444444
8.114,NY_75,8,northern_eurasian,1,1,6/22/23,36,15,16.5,8.6,7/31/23,39,2,NY,28,1
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,19,8,11.3,6.2,7/24/23,32,2,NY,29,0.5277777777777778
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,20,12,12.5,7.6,7/24/23,32,2,NY,29,0.5555555555555556
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,22,12,12.6,8.7,7/24/23,32,2,NY,29,0.6111111111111112
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,25,14,18.6,9.4,7/24/23,32,2,NY,29,0.6944444444444444
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,27,17,19.6,10.9,7/24/23,32,2,NY,29,0.75
8.114,NY_75,8,northern_eurasian,1,2,6/22/23,29,17,20,11.1,7/24/23,32,2,NY,29,0.8055555555555556
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,19,8,6.7,3.8,7/24/23,32,2,NY,30,0.38
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,20,9,7.4,3.8,7/24/23,32,2,NY,30,0.4
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,22,10,8.3,6,7/24/23,32,2,NY,30,0.44
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,25,13,15,8.4,7/24/23,32,2,NY,30,0.5
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,27,13,18.7,9.6,7/24/23,32,2,NY,30,0.54
8.116,NY_76,8,northern_eurasian,1,1,6/22/23,29,13,20.6,10.6,7/24/23,32,2,NY,30,0.58
8.116,NY_76,8,northern_eurasian,1,2,6/22/23,19,15,9.2,6.1,7/21/23,29,2,NY,31,0.38
8.116,NY_76,8,northern_eurasian,1,2,6/22/23,20,17,11.8,6.9,7/21/23,29,2,NY,31,0.4
8.116,NY_76,8,northern_eurasian,1,2,6/22/23,22,17,13.9,6.9,7/21/23,29,2,NY,31,0.44
